ClauseNum	Clause	p/n	class
350	remaining;Goods;vacation;15.12;controversies;buyers;199;install;eligible;SOLUTIONS;SPECIFICALLY;numbered;chapter;calibration;BIGGER;1,713;	positive	0
351	accountants;stemming;	negative	0
352	INSPECTION;	positive	0
353	insufficiency;delayed;ASSIGNED;compositions;1.17;	negative	0
354	Yorktown;7.0;coordinating;ticket;TPO;45701;715;-44-;1901;123;	positive	0
355	GNU;	negative	0
356	LOVESTYLEREWARDS;So;insufficiency;admitted;audited;WhiteSmoke;teleconference;probationary;	positive	0
357	ASSIGNED;defaults;	negative	0
358	PLCCs;remain;Exercise;	positive	0
359	insufficiency;17480;	negative	0
360	NAME;stemming;Mersky;356;Ability;valves;	positive	0
361	14.2;17480;	negative	0
362	UPON;Item;	positive	0
363	17480;1,092;rather;reissuances;COUNTRY;day;	negative	0
364	Gordon;LOVESTYLEREWARDS;UNDERWRITER;NAME;So;insufficiency;87,500;done;Service;4.1.5;deeds;principle;1977;CAPACITY;BSD;adjusting;d.;14.5;Notification;GNU;continuation;onto;cost;appealable;c)(iii;alleged;Ruben;excepting;body;6.3(b;343;obligations;database;Gift;223;PENALTY;66,582;262;767;331;prospectuses;Binghamton;DOP-0072;porting;identities;3483180;suspected;Racine;ie;Jamestown;6563;obtained;just;fide;audited;2,233;Team;concerns;2,346;asking;furnishing;settle;ticket;77814203;Guglielmo;controversies;feasible;indemnitee;ll;discloser;redress;461;consists;validity;bureau;4,725;13.18;transliteration;No.-3;45701;a.;1,191;xxxvii;claimant;imposed;Germain;website;aaaaa;3217597;SUSQUEHANNA;deemed;Statistics;part;112,121;effectiveness;learn;housemarks;simplex;bag;legitimate;4991097;surcharge;900;button;ORAL;Riverside;1,778;Damage;674;868;compensated;deducted;lab;344;Forum;allocated;WITHOUT;ASSUMPTION;Timeframe;counting;Item;408;Florida;75410395;e.;125;Western;88,126;LTE;memberships;Exercise;desirous;interstate;jkaput@zebra.com;reverted;1,851;61701;rebate;Gathering;Promissory;debtor;tablet;Philip;Domain;Insurance;warranty;Person(s;During;-62-;ineffective;235;AdWords;55902;8A;Patent;numbered;reflect;47546;chapter;swelling;Hurricane;herefrom;1.1;3599;72,873;Resound;engage;manufacturer;245;vest;	positive	0
365	fulfillment;	negative	0
366	112,121;	positive	0
367	2.3(a;insufficiency;Risks;	negative	0
368	87,500;analyzing;1.17;9.02;Treatment;e.;LTE;payables;	positive	0
369	Risks;72435362;	negative	0
370	NAME;c)(iii;controversies;WhiteSmoke;	positive	0
371	suffer;1,092;	negative	0
372	deciding;SPECIFICALLY;	positive	0
373	Continued;Confine;JSTD-011;	negative	0
374	So;GST;337;70,847;1,294;off;Smartphone;deducted;1,603;engaged;	positive	0
375	Investors;prevent;1,092;	negative	0
376	pleasure;CONTROL;Government;project;guilty;audited;excludes;PRODUCTION;direction;WHETHER;legitimate;77630455;playability;50,070;BRANDS;ascertaining;	positive	0
377	prevent;NW;	negative	0
378	ankles;	positive	0
379	stop;	negative	0
380	87,500;Southridge;Service;318;1795407;INC;suspected;if;discloser;validity;Adobe;hereby;undertaking;Survey;609;UPON;E.;LOGO;List;insults;supported;compensated;ASSUMPTION;counting;0.05;award;Domain;N=231;	positive	0
381	Islands;17480;	negative	0
382	PHP;	positive	0
383	money;	negative	0
384	nnn;Ruben;content;1.30;	positive	0
385	UNDERWRITER;defaults;Notification;	negative	0
386	references;sublessees;accountants;attorney;conviction;Timothy;2,456;14.2;SAFETY;done;Individual;Goods;prevent;CAPACITY;7601;COUNTRY;disbursing;authored;onto;copies;regulator;38;constituting;altered;18901;Gross;conveyor;Binghamton;identities;15.12;reasonable;PHP;Encumbrances;analogous;relating;variations;just;Public;designates;community;audited;excludes;2,233;concerns;Works;2,346;quoted;validity;Wyomissing;outlets;safe;reconciliation;OWNERSHIP;Arms;debtors;communicated;Survey;consultation;undergone;deemed;part;!;effectiveness;1.30;learn;-44-;Design;investigating;buyers;Counsel;Damage;J.;rare;Comply;assignees;contain;4,254;77;Lance;canal;salaries;SOLUTIONS;1901;61,915;Motor;Western;supervised;find;memberships;lets;902;preclude;Otherwise;Mandatory;57;-24-;597;124,284;S(c;YORK;written;4.20;107;Insurance;Japan;Head;warranty;measurements;ENGAGEMENT;16th;substantial;235;symptom;WSFS;85850871;qqqq;processed;-28-;discontinue;3599;calibration;1,075;manufacturer;workmanship;111;Elk;Ives;15.6;freedom;	positive	0
387	day;	negative	0
388	Timothy;2,456;	positive	0
389	Cuba;1,556;Macau;	negative	0
390	www.wildform.com/demos;199;	positive	0
391	Investors;content;	negative	0
392	UNDERWRITER;66,582;Mexico;controversies;hereby;EXPRESSLY;ORAL;fix;	positive	0
393	impossibility;NAME;International;	negative	0
394	asapir@dova.com;undertaking;15701;	positive	0
395	accountants;Islands;insufficiency;Covenants;	negative	0
396	Timothy;LA;Process;cost;reconcile;PENALTY;Public;4,725;deletions;Cellucci;356;Damage;NW;institute;manufactured;restricts;partial;57;amplification;Head;warranty;competitors;Ives;	positive	0
397		negative	0
398	c)(iii;Ruben;	positive	0
399	14.2;17480;	negative	0
400	possible;PENALTY;715;	positive	0
401	Islands;17480;	negative	0
402	designees;1,092;practice;porting;MotoTalk;variations;Payoff;validity;divesting;34108;f;715;WHETHER;website;Act;Hartman;off;Comply;344;Motor;manufactured;9019;ab;61,233;designation;generates;6395;EPC;	positive	0
403	content;	negative	0
404	So;Sidney;SAFETY;87,500;shortage;4.1.5;agendas;CONTROL;Instruments;logs;copies;inaccuracies;regulator;more;1.17;SCOTT;Material;figure;6.3(b;343;306;PENALTY;INC;Binghamton;15.12;obtained;audited;Under;controversies;validity;PRODUCTION;4,725;transliteration;discuss;363(m;claimant;server;9.02;learn;Ref;button;ORAL;Therapeutics;Valuation;Lance;NW;salaries;209;Actions;SOLUTIONS;1996;6001;Motor;get;14.3;Falls;ultra;partial;57;FSMA;0.05;jkaput@zebra.com;reverted;61701;playability;extendable;debtor;tablet;Philip;WITNESSETH;TIA;N=231;none;processed;exemplary;precedent;1,075;illnesses;245;	positive	0
405	1,556;Risks;	negative	0
406	insufficiency;Mexico;5.6;	positive	0
407	consultant;	negative	0
408	affect;'';Exclusion;they;3.20(b;establishes;WSFS;	positive	0
409	impossibility;2.3(a;Investors;Islands;	negative	0
410	Notification;gastroenterology;61938;www.wildform.com/demos;indemnitee;EXPRESSLY;exception;Statistics;recommendation;fittings;determinations;INNOVATIONS;60462;996;qqqq;PIZZA;82901;	positive	0
411	UNDERWRITER;14.2;	negative	0
412	715;claims;meningitis;	positive	0
413	14.2;secure;	negative	0
414	PDMS;4.1.5;warrant;7.0;1795407;Ruben;project;Gross;symbols;66,582;13D;remain;apparent;excludes;Team;concerns;Works;PRODUCTION;dealers;server;bandwidth;ORAL;analyses;Lance;WITH;53226;lock;Findlay;Survival;extendable;WSFS;switch;qqqq;BRANDS;72,873;freedom;	positive	0
415	Aurora;	negative	0
416	PostMarket;	positive	0
417	we;Investors;	negative	0
418	87,500;	positive	0
419	continuation;	negative	0
420	Accountability;COMPETITIVE;asking;ticket;typical;diversified;tablet;42,253;substantial;ALLEGED;reflect;shortages;	positive	0
421	Investors;1,556;ASSIGNED;	negative	0
422	343;Hundred;	positive	0
423	Investors;accountants;prevent;	negative	0
424	house;outlets;OWNERSHIP;mail;AUTHORIZATIONS;Head;64,700;	positive	0
425	14.2;	negative	0
426	INC;MotoTalk;674;NBZ;	positive	0
427	stemming;	negative	0
428	PLCCs;happenings;c)(iii;www.wildform.com/demos;	positive	0
429	we;International;Americas;Levine;76,121;continuation;Known;messages;379;xix;excepting;6.3(b;content;Under;12.0;Formation;determinations;lab;6.7;77630455;14.3;sustains;jkaput@zebra.com;Expectations;4.5.1(b;Current;844.KEY.CURE;	negative	0
430	-28-;	positive	0
431	Americas;dependent;	negative	0
432	87,500;Installs;7601;day;155,000;fide;Works;363(m;server;website;teleconference;claims;counting;3.20(k;preclude;offered;freeware;S(c;BASED;Philip;SHE;	positive	0
433	14.2;1,556;defaults;	negative	0
434	Americas;Timothy;14.2;database;3483180;WhiteSmoke;accrued;ANY;excusable;Mandatory;POTENTIAL;BASED;245;	positive	0
435	DEPARTMENT;playability;N=231;	negative	0
436	symbols;50315;66,582;81;	positive	0
437	Islands;defaults;	negative	0
438	unanimously;reconciliation;	positive	0
439	secure;	negative	0
440	insufficiency;stolen;resold;75410395;interactions;find;Insurance;	positive	0
441	1,092;72435362;they;	negative	0
442	Mexico;	positive	0
443	accountants;Americas;coordinating;PLCCs;happy;	negative	0
444	inspect;desirous;	positive	0
445	compositions;	negative	0
446	physicians;instructions;Announcements;Ruben;6.3(b;database;symbols;49,888;H-1;15.12;2,346;communicated;button;buyers;14.3;AGGREGATE;Head;undivided;82901;ascertaining;Ives;15.6;	positive	0
447	sublessees;Service;	negative	0
448	Payoff;2,722;	positive	0
449		negative	0
450	PDMS;1977;Notification;ERB;nnn;News;hepatic;languages;www.wildform.com/demos;Team;meet;461;discuss;designee;receiving;WhiteSmoke;off;J.;Accrued;easily;Step;commercials;debtor;Head;owing;probationary;	positive	0
451	secure;forms;	negative	0
452	terminating;they;Lance;Definitions;PIZZA;	positive	0
453	transparency;1,556;defaults;	negative	0
454	Gordon;suffer;LA;layoff;principle;authored;appealable;1.17;xix;Mexico;recourse;just;fide;audited;discloser;900,000;divesting;45701;-7-;1,191;server;subsistence;imposed;ORDER;45840;Zebra;TX;6001;5.5(b;excusable;care;counting;Brooks;resold;Disclosing;respects;3729;902;15.11;1,603;FSMA;1,851;Player;4727;ARE;Hurricane;3599;72,873;	positive	0
455	14.2;secure;Macau;	negative	0
456	EXPRESSLY;72,873;	positive	0
457	Investors;accountants;Islands;Obtain;Describe;Covenants;17480;happy;content;	negative	0
458	NAME;Timothy;coordinating;reconcile;CDDL;more;Material;methods;12.0;currency;divesting;forms;715;consultation;controllers;smartphone;legitimate;receiving;fittings;126;off;Invalid;Actions;61,915;Florida;10012;1,603;57;commercials;4.5;60805;delaying;owing;prospects;1.42;844.KEY.CURE;freedom;	positive	0
459	interruption;	negative	0
460	1,556;66,582;	positive	0
461	COUNTRY;stop;	negative	0
462	PENALTY;redress;244;J.;LOFQUIST;manufactured;BASED;paragraph;AGGREGATE;years;	positive	0
463	Risks;	negative	0
464	NAME;Sidney;stemming;suffer;SAFETY;Goods;deeds;iron-;1977;CAPACITY;dispatched;COUNTRY;cost;incurred;Ruben;rebates;whether;262;2.3.1(b;prospectuses;practice;MAINTENANCE;3483180;Encumbrances;bundling;Jamestown;obtained;audited;Ton;concerns;furnishing;ticket;Guglielmo;controversies;currency;discloser;T-98;Payoff;bureau;4,725;ii;favor;imposed;Germain;BIG;1,294;Treatment;Reduction;2,722;TX;buyers;lawfully;assignees;supported;77;Dividends;60,224;thereon;2.1(c)(ii;trust;Coldwater;Proceeding;interactions;e.;LTE;901;902;1,603;60805;assurances;2727;ab;insurrections;106,157;B;TIA;symptom;AdWords;50,070;course;	positive	0
465	UNDERWRITER;1,556;	negative	0
466	delayed;LTD;ARBITRATION;50,070;	positive	0
467	2.3(a;Americas;Describe;1,092;money;	negative	0
468	hepatic;715;	positive	0
469	1795407;!;	negative	0
470	nnn;more;66,582;Mexico;5.6;if;hiding;	positive	0
471	accountants;Covenants;prevent;	negative	0
472	Guglielmo;715;analyses;commercials;sea;	positive	0
473	Risks;	negative	0
474	LOVESTYLEREWARDS;UNDERWRITER;Timothy;done;addresses;Installs;money;VIII;ADVERSE;ERB;Announcements;PENALTY;13D;15.12;fide;enquiries;community;asking;indemnitee;discloser;combined;import;4.02(b;45701;furtherance;claimant;reconciliation;2,722;corruption;Counsel;lawfully;contain;4,254;Benefit;CLEAN;75,134;5.5(b;manufactured;memberships;3,500,000.00;sea;assurances;telex;10.8(c;Insurance;Person(s;delaying;ALLEGED;85850871;reflect;Transplant;Confine;sublicensee;-28-;discontinue;BASE;JDMs;1,713;	positive	0
475	prevent;1,556;	negative	0
476	5.6;	positive	0
477	BIGGER;	negative	0
478	1,729;remaining;Investors;UNDERWRITER;Posner;International;TAKE;Obtain;affect;Cuba;2,456;SAFETY;Individual;Service;Goods;318;reliance;gut;Petition;designees;Installs;benefit;storing;agendas;LTD;CONTROL;3.5.2;GNU;76,121;admitted;authored;Securityholder;instructions;onto;Process;ERB;copies;department;pages;CDDL;regulator;termed;purchaser;1.17;alleged;SCOTT;trip;GST;project;6.3(b;obligations;database;symbols;possible;//s//;50315;223;times;262;H-1;17th;methods;climate;Firm;practice;COMPETITIVE;outbreak;Binghamton;guilty;1.58;11(a;remarketed;MotoTalk;61938;LIVING;suspected;ie;Encumbrances;relating;spiv;Asterisks;Jamestown;181,238;4,286;apparent;Madison;just;enquiries;colonoscopy;languages;excludes;Ton;601;Team;asking;MYSQL;furnishing;settle;----------;dues;controversies;indemnitee;ll;discloser;T-98;consists;Exclusion;postal;statistical;598;tarnishes;337;45701;safe;hiding;Broker;sss;server;imposed;five;34,830;bacteria;WHETHER;communicated;Addendum;Wheel;consultation;70,847;undergone;they;controllers;3217597;2445;government;example;clear;BIG;SAMPLE;1.30;E.;housemarks;customary;Ref;Cellucci;temporally;receiving;WhiteSmoke;Reduction;2,722;consistent;Floor;buyers;356;analyses;Riverside;lawfully;off;supplement;Therapeutics;J.;FEE;d;Formation;inspect;supported;2900;mortgage;Dividends;868;B.Notwithstanding;237;VALIDITY;institute;thereon;Smartphone;Definitions;deducted;Print;White;earlier;75,134;instruct;6.7;get;Personnel;located;claims;14.3;resold;postpaid;e.;deductibles;lock;901;assume;lets;GRANTS;Buyer;902;10012;desirous;941;ultra;POTENTIAL;offered;Moline;commercials;decrease;4.5;reverted;UCC;payables;9019;entitled;2727;ab;INNOVATIONS;S(c;Gathering;4727;3,873;15701;guidance;Promissory;Virginia;123;106,157;debtor;4.20;Architecture;Sample;undertakes;Philip;WITNESSETH;Insurance;Made;knew;AGGREGATE;Head;engaged;individually;Person(s;AZ;Haidian;-62-;60506;6395;749;owing;Council;NBZ;10.1.14;55902;prospects;85850871;numbered;reflect;obtains;47546;switch;HAVE;82901;Hurricane;hardware;cancels;sublicensee;preserve;dispense;844.KEY.CURE;50,070;72,873;valves;course;10.15;the-;oooo;Employer;1,983;engage;owes;JSTD-011;Ives;BIGGER;RESOUND;Y;2,661;audio;1,713;	positive	0
479	compositions;	negative	0
480	c)(iii;6563;	positive	0
481	1,556;Risks;	negative	0
482	318;	positive	0
483	2.3(a;Americas;1,092;COUNTRY;day;	negative	0
484	Describe;Service;PENALTY;dealings;ticket;transliteration;f;ii;undergone;manifest;example;interior;effectiveness;60,224;involvement;535;desirous;Hickory;rectified;4.20;Head;102,000;Elk;1.68;	positive	0
485		negative	0
486	ASSUMPTION;	positive	0
487	Covenants;1,092;	negative	0
488	2,456;iron-;elements;pages;times;seven;bureau;intangible;TO;institute;lab;case(s;10.8(c;3.4;1.1;BRANDS;probationary;SHE;	positive	0
489	interruption;	negative	0
490	symbols;Mexico;Timeframe;	positive	0
491	CONTROL;project;establishes;	negative	0
492	conviction;ticket;WHETHER;70,847;ARBITRATION;-44-;Therapeutics;1117;10.8(c;1.1;	positive	0
493	sublessees;Covenants;Consideration;14.2;	negative	0
494	ERB;SCOTT;vacation;audited;quoted;dues;deductibles;4.5;3,500,000.00;	positive	0
495	Americas;379;	negative	0
496	363(m;resold;Proceeding;	positive	0
497		negative	0
498	14.2;adjusting;admitted;copies;more;project;2,512;sell;3.20(d;5.6;fide;asking;Adobe;discuss;fulfillment;furtherance;effectiveness;List;supplement;Therapeutics;inspect;Dividends;specimens;interactions;allocable;POTENTIAL;replies;124,284;playability;supplier;Continued;AGGREGATE;Head;SPECIFICALLY;47546;Resound;Employer;engage;audio;	positive	0
499	we;2.3(a;Describe;messages;379;Zulfiquar;resold;GRANTS;	negative	0
500	times;45701;	positive	0
501	Macau;	negative	0
502	c)(iii;1.17;Ruben;5.6;	positive	0
503	secure;379;56;	negative	0
504	Timothy;	positive	0
505	Islands;	negative	0
506	negotiation;NAME;attorney;unanimously;Individual;1977;PLCCs;pages;SCOTT;Johns;altered;343;17th;climate;languages;www.wildform.com/demos;2,346;redress;PCS;direction;smartphone;interior;RESPONSIBILITIES;typical;Design;244;restriction;letter;Valuation;Ability;deciding;determinations;475;binder;61,915;WITH;allocated;ANY;WITHOUT;counting;Shelf;ESTABLISHMENT;Buyer;902;booking;Assignment;payables;supplier;tablet;introduced;42,253;Naples;none;4.5.1(b;chapter;herefrom;10.15;1.68;Y;	positive	0
507	accountants;International;Islands;Risks;	negative	0
508	NAME;server;	positive	0
509	secure;messages;constituting;	negative	0
510	interactions;	positive	0
511	1,556;Risks;	negative	0
512	insufficiency;356;deductibles;-24-;	positive	0
513	14.2;secure;	negative	0
514	purchaser;'';1,075;1,713;	positive	0
515	2.3(a;prevent;COUNTRY;interruption;	negative	0
516	Consideration;project;IS;Training;262;ie;3,658;88,126;memberships;Current;Hurricane;shortages;1,075;audio;	positive	0
517	impossibility;Islands;suffer;prevent;	negative	0
518	insufficiency;2,456;done;Southridge;1977;Mersky;purchaser;Merchant"),1;Binghamton;identities;al;Team;Works;consists;Commencing;Coldwater;0.05;-24-;tablet;ENGAGEMENT;	positive	0
519	transparency;Investors;accountants;David.Watson@ReynoldsBrands.com;Consideration;14.2;17480;suffer;1,092;1,556;3.5.2;day;1.17;content;	negative	0
520	dispatched;Mersky;3483180;suspected;transliteration;1,778;475;Florida;ALLEGED;	positive	0
521		negative	0
522	PDMS;72,279;Individual;occurrence;38;vacation;IS;relied;www.wildform.com/demos;Chambersburg;Guglielmo;Woodmar;Treatment;-44-;analyses;199;Ability;Secrets;475;trust;Forum;Coldwater;408;535;329;preclude;P.;tablet;Japan;N=231;v;9.01;	positive	0
523	1,092;adjusting;72435362;	negative	0
524	Investors;speedy;designees;Installs;CONTROL;1,556;rather;PRODUCTIVENESS;termed;Offering;MotoTalk;15.12;LIVING;70,847;interior;SAMPLE;UPON;List;Therapeutics;letter;FEE;Formation;Print;75410395;535;1,603;award;proxies;Promissory;delaying;42,253;During;61,233;235;owing;Confine;844.KEY.CURE;JDMs;	positive	0
525	messages;example;sustains;GRANTS;	negative	0
526	87,500;558;happenings;nnn;17011;project;6.3(b;Gross;Gift;66,582;Mexico;11(a;LIVING;74078995;a.;dealers;Reduction;preclude;15.11;Note;insurrections;15701;2022;4.20;warranty;	positive	0
527	Investors;17480;rather;	negative	0
528	controversies;363(m;	positive	0
529	impossibility;Investors;Islands;1,092;Notification;dependent;day;	negative	0
530	Accountability;languages;	positive	0
531	impossibility;Islands;	negative	0
532	remaining;transparency;negotiation;358;analyzing;c)(iii;17011;symbols;306;sell;2.3.1(b;porting;spiv;181,238;obtained;Distributor;designee;Germain;undergone;clear;learn;NW;6.7;hepatologists;decrease;Note;William;REGULATORY;Continued;4.20;107;10.8(c;Domain;paragraph;Head;42,253;1.1;valves;v;engage;Ives;9.01;	positive	0
533	proxies;	negative	0
534	references;Cuba;Southridge;coordinating;more;Merchant"),1;223;addressed;custom;audited;a.;undertaking;bbbbb;E.;Hartman;fittings;politically;assignees;mortgage;install;eligible;salaries;Definitions;involvement;located;ASSUMPTION;125;Disclosing;GRANTS;15.11;SW;597;tablet;3.4;AGGREGATE;generates;235;4.5.1(b;1.1;owes;4314;1.68;	positive	0
